Size, Seq, Par, Libc
1000, 0.000423, 0.295346, 0.000527
1000, 0.000383, 0.328543, 0.000583
1000, 0.000418, 0.212256, 0.000530
1000, 0.000369, 0.356629, 0.000529
1000, 0.000371, 0.370015, 0.000590
1000, 0.000459, 0.240116, 0.000572
1000, 0.000410, 0.259556, 0.000603
1000, 0.000467, 0.191602, 0.000535
1000, 0.000428, 0.294612, 0.000675
1000, 0.000423, 0.414190, 0.000587
1000, 0.000453, 0.415457, 0.000598
1000, 0.000455, 0.404689, 0.000527
1000, 0.000372, 0.267680, 0.000619
1000, 0.000414, 0.338117, 0.000582
1000, 0.000417, 0.303981, 0.000536
1000, 0.000378, 0.529368, 0.000593
1000, 0.000383, 0.393349, 0.000596
1000, 0.000424, 0.317614, 0.000600
1000, 0.000422, 0.335050, 0.000534
1000, 0.000382, 0.378488, 0.000547
1000, 0.000372, 0.424433, 0.000608
1000, 0.000417, 0.414973, 0.000748
1000, 0.000427, 0.462560, 0.000607
1000, 0.000512, 0.399582, 0.000590
1000, 0.000428, 0.495378, 0.000593
1000, 0.000436, 0.344128, 0.000531
1000, 0.000393, 0.257729, 0.000627
1000, 0.000410, 0.401353, 0.000578
1000, 0.000411, 0.380558, 0.000533
1000, 0.000370, 0.426921, 0.000534
1000, 0.000380, 0.493888, 0.000564
1000, 0.000423, 0.487592, 0.000543
1000, 0.000389, 0.407619, 0.000584
1000, 0.000442, 0.357357, 0.000603
1000, 0.000433, 0.343501, 0.000592
1000, 0.000417, 0.389556, 0.000549
1000, 0.000373, 0.482787, 0.000524
1000, 0.000378, 0.306822, 0.000607
1000, 0.000420, 0.365063, 0.000579
1000, 0.000420, 0.352268, 0.000533
1000, 0.000384, 0.253223, 0.000613
1000, 0.000430, 0.231370, 0.000540
1000, 0.000391, 0.289570, 0.000620
1000, 0.000432, 0.400011, 0.000613
1000, 0.000427, 0.510548, 0.000590
1000, 0.000423, 0.418633, 0.000592
1000, 0.000415, 0.589422, 0.000589
1000, 0.000418, 0.301980, 0.000549
1000, 0.000364, 0.352237, 0.000581
1000, 0.000406, 0.395983, 0.000599
1000, 0.000422, 0.439158, 0.000618
1000, 0.000411, 0.441534, 0.000592
1000, 0.000455, 0.326223, 0.000524
1000, 0.000388, 0.476435, 0.000542
1000, 0.000391, 0.473911, 0.000542
1000, 0.000413, 0.381567, 0.000610
1000, 0.000459, 0.325652, 0.000596
1000, 0.000457, 0.274634, 0.000626
1000, 0.000404, 0.476939, 0.000585
1000, 0.000367, 0.506471, 0.000539
1000, 0.000371, 0.484144, 0.000534
1000, 0.000435, 0.467020, 0.000596
1000, 0.000387, 0.365026, 0.000613
1000, 0.000429, 0.358221, 0.000593
1000, 0.000431, 0.374702, 0.000522
1000, 0.000385, 0.502725, 0.000539
1000, 0.000376, 0.517857, 0.000526
1000, 0.000377, 0.387819, 0.000537
10000, 0.004855, 1.587754, 0.004929
10000, 0.004777, 1.411021, 0.004902
10000, 0.004810, 0.954922, 0.004919
10000, 0.004855, 0.542578, 0.004944
10000, 0.004857, 0.868220, 0.005559
10000, 0.005377, 0.698828, 0.004976
10000, 0.004835, 0.852763, 0.004970
10000, 0.004825, 0.802570, 0.005680
10000, 0.005327, 0.966283, 0.005470
10000, 0.005634, 0.384593, 0.005575
10000, 0.005700, 0.728628, 0.005489
10000, 0.005329, 1.076561, 0.004955
10000, 0.004848, 0.469944, 0.004986
10000, 0.004818, 1.716226, 0.005467
10000, 0.005256, 0.576302, 0.005491
10000, 0.005436, 0.900301, 0.005492
10000, 0.005449, 1.401966, 0.005495
10000, 0.005583, 0.722280, 0.005553
10000, 0.005360, 1.181255, 0.004954
10000, 0.004714, 1.311238, 0.005549
10000, 0.005486, 0.637094, 0.004953
10000, 0.004922, 0.841182, 0.005507
10000, 0.005328, 1.048449, 0.005475
10000, 0.005410, 1.164803, 0.005473
10000, 0.005434, 0.836440, 0.005106
10000, 0.004846, 1.500939, 0.004892
10000, 0.004977, 1.338183, 0.005515
10000, 0.005198, 0.843591, 0.005505
10000, 0.005696, 0.734287, 0.005056
10000, 0.004934, 0.640548, 0.004935
10000, 0.004947, 0.378183, 0.005442
10000, 0.004960, 1.495974, 0.005589
10000, 0.005617, 0.727662, 0.005547
10000, 0.005451, 0.772547, 0.005445
10000, 0.005397, 0.782784, 0.005471
10000, 0.005525, 1.397652, 0.005454
10000, 0.005353, 1.323766, 0.004990
10000, 0.004776, 0.701928, 0.005442
10000, 0.005418, 0.856480, 0.005498
10000, 0.005470, 0.817847, 0.004957
10000, 0.004918, 1.076795, 0.004964
10000, 0.004963, 1.013886, 0.005196
10000, 0.005410, 1.082427, 0.005518
10000, 0.005530, 0.796534, 0.004949
10000, 0.004834, 0.899915, 0.005162
10000, 0.005014, 0.754020, 0.005576
10000, 0.005566, 1.486011, 0.005494
10000, 0.005333, 0.719516, 0.005163
10000, 0.004864, 0.477773, 0.005455
10000, 0.005014, 0.484542, 0.005518
10000, 0.004906, 0.819082, 0.005399
10000, 0.005365, 0.711524, 0.005472
10000, 0.004952, 0.897653, 0.005573
10000, 0.005491, 1.107186, 0.004969
10000, 0.004700, 0.470947, 0.004984
10000, 0.004807, 1.351669, 0.005437
10000, 0.005322, 1.129133, 0.004998
10000, 0.004938, 1.189741, 0.005497
10000, 0.005717, 1.231508, 0.004927
10000, 0.004786, 1.169764, 0.005473
10000, 0.005474, 0.566297, 0.005503
10000, 0.005497, 1.454739, 0.005468
10000, 0.005332, 0.826198, 0.004916
10000, 0.004795, 0.615198, 0.005492
10000, 0.005328, 0.828948, 0.005453
10000, 0.005417, 1.553334, 0.004931
10000, 0.004879, 1.073301, 0.005561
10000, 0.005361, 1.221033, 0.005484
10000, 0.005381, 1.171374, 0.004955
10000, 0.004824, 1.121134, 0.005510
10000, 0.005747, 0.850342, 0.004935
10000, 0.004592, 0.903691, 0.004909
10000, 0.004859, 0.707716, 0.005517
10000, 0.005469, 0.924659, 0.005480
10000, 0.005342, 1.710437, 0.005475
10000, 0.005433, 0.676507, 0.004966
10000, 0.004892, 0.468934, 0.004926
10000, 0.004824, 1.488694, 0.004932
10000, 0.004880, 0.819312, 0.005502
10000, 0.005481, 1.135527, 0.004923
10000, 0.004682, 1.129401, 0.005529
10000, 0.005343, 1.023116, 0.005515
10000, 0.005562, 1.184698, 0.005485
10000, 0.005034, 1.093648, 0.004922
10000, 0.004923, 1.118742, 0.005488
10000, 0.005454, 0.704014, 0.005499
10000, 0.005354, 0.937562, 0.005471
10000, 0.005439, 1.023072, 0.005505
10000, 0.005380, 0.926620, 0.005456
10000, 0.005479, 1.396939, 0.005543
10000, 0.005437, 1.164111, 0.005430
10000, 0.005706, 0.961086, 0.005441
10000, 0.005580, 1.506491, 0.005482
10000, 0.005485, 1.237243, 0.005502
10000, 0.005399, 1.562067, 0.007481
10000, 0.005574, 1.754310, 0.004993
10000, 0.004764, 0.993841, 0.004979
10000, 0.004861, 1.518599, 0.004930
10000, 0.004870, 1.362505, 0.005456
10000, 0.005323, 0.996322, 0.005490
100000, 0.057130, 1.868253, 0.065533
100000, 0.054283, 1.341781, 0.066194
100000, 0.062439, 1.699648, 0.066224
100000, 0.066969, 1.862918, 0.066656
100000, 0.065755, 1.745093, 0.055320
100000, 0.061240, 1.818891, 0.054768
100000, 0.052870, 1.841557, 0.056531
100000, 0.050846, 1.882070, 0.056296
100000, 0.049969, 1.787986, 0.065355
100000, 0.054250, 1.887179, 0.064608
100000, 0.054812, 1.330735, 0.063988
100000, 0.053871, 1.206606, 0.066708
100000, 0.065756, 2.073294, 0.063738
100000, 0.052190, 1.917114, 0.059565
100000, 0.052227, 1.966055, 0.055835
100000, 0.049156, 1.706708, 0.066013
100000, 0.063781, 1.565428, 0.055362
100000, 0.056703, 1.901616, 0.055654
100000, 0.060661, 2.065529, 0.066625
100000, 0.065895, 1.832689, 0.066347
100000, 0.067272, 1.429390, 0.066847
100000, 0.063787, 1.869861, 0.066693
100000, 0.064004, 0.738686, 0.065866
100000, 0.066096, 1.756147, 0.057882
100000, 0.066878, 1.985777, 0.066496
100000, 0.065568, 2.001037, 0.066180
100000, 0.055172, 2.029014, 0.066198
100000, 0.066230, 1.832114, 0.055834
100000, 0.052205, 1.856788, 0.057806
100000, 0.049953, 1.955153, 0.054787
100000, 0.051692, 1.579159, 0.066060
100000, 0.066038, 1.503256, 0.064154
100000, 0.053925, 0.763580, 0.066786
100000, 0.067122, 0.856493, 0.066735
100000, 0.065367, 0.818014, 0.066721
100000, 0.067475, 1.724810, 0.056637
100000, 0.065820, 1.504610, 0.066367
100000, 0.068133, 0.940518, 0.066351
100000, 0.062701, 1.734215, 0.066811
100000, 0.065290, 1.868230, 0.066314
100000, 0.068017, 0.698962, 0.055888
100000, 0.054131, 2.249158, 0.061959
100000, 0.053506, 2.181194, 0.066699
100000, 0.066532, 2.025936, 0.064817
100000, 0.054325, 1.643015, 0.066244
100000, 0.065323, 1.569358, 0.065515
100000, 0.054590, 1.226578, 0.066401
100000, 0.066176, 0.644395, 0.055399
100000, 0.050568, 1.699642, 0.066787
100000, 0.062132, 2.057140, 0.054754
100000, 0.052615, 1.948655, 0.054789
100000, 0.066731, 1.750117, 0.059034
100000, 0.050804, 2.018467, 0.056909
100000, 0.065326, 1.088138, 0.066878
100000, 0.064495, 2.003171, 0.056388
100000, 0.049330, 1.009178, 0.055967
100000, 0.065885, 1.881824, 0.056400
100000, 0.066952, 1.561671, 0.066531
100000, 0.066306, 2.043866, 0.055847
100000, 0.048709, 0.960114, 0.055464
100000, 0.055754, 2.040450, 0.066689
100000, 0.065772, 1.302214, 0.065825
100000, 0.066050, 2.402126, 0.066047
100000, 0.067515, 2.188661, 0.054311
100000, 0.050409, 1.999240, 0.066245
100000, 0.068464, 2.022674, 0.066280
100000, 0.064753, 2.033183, 0.057199
100000, 0.052219, 1.109255, 0.066227
100000, 0.069334, 1.447153, 0.066454
100000, 0.064547, 0.698024, 0.066336
100000, 0.066257, 1.814770, 0.057693
100000, 0.067412, 1.957879, 0.066480
100000, 0.065553, 2.201042, 0.054969
100000, 0.050391, 1.699593, 0.066011
100000, 0.057308, 2.082944, 0.055480
100000, 0.061685, 1.944793, 0.065435
100000, 0.066452, 0.767358, 0.056395
100000, 0.056488, 2.378300, 0.055746
100000, 0.054169, 1.434914, 0.057721
100000, 0.068195, 2.223428, 0.057392
100000, 0.049408, 2.068238, 0.066422
100000, 0.066667, 1.820899, 0.060613
100000, 0.066409, 2.159390, 0.062871
100000, 0.051828, 1.645454, 0.066060
100000, 0.068002, 2.070861, 0.066565
100000, 0.056417, 0.577918, 0.057763
100000, 0.066467, 2.072233, 0.067058
100000, 0.065930, 1.166562, 0.061681
100000, 0.066630, 1.714174, 0.056702
100000, 0.050400, 1.944310, 0.055588
100000, 0.054733, 0.951562, 0.055871
100000, 0.066535, 1.982818, 0.066473
100000, 0.067236, 2.091231, 0.058583
100000, 0.049753, 0.785836, 0.067141
100000, 0.062511, 1.725690, 0.066397
100000, 0.066529, 2.163723, 0.056739
100000, 0.054054, 1.955316, 0.055487
100000, 0.065816, 2.208124, 0.058442
100000, 0.050356, 1.372866, 0.061175
100000, 0.051580, 1.456909, 0.056510
1000000, 0.733948, 0.795995, 0.764840
1000000, 0.702991, 0.849636, 0.726337
1000000, 0.731596, 1.311349, 0.720013
1000000, 0.740670, 1.876583, 0.733588
1000000, 0.727544, 1.838273, 0.740324
1000000, 0.717792, 1.527060, 0.748350
1000000, 0.744678, 1.188730, 0.713262
1000000, 0.727669, 1.358866, 0.741887
1000000, 0.735945, 1.088139, 0.724943
1000000, 0.735838, 1.013976, 0.696056
1000000, 0.741490, 1.817829, 0.745688
1000000, 0.723403, 1.081752, 0.735832
1000000, 0.743663, 1.095353, 0.687853
1000000, 0.743949, 1.095795, 0.719761
1000000, 0.727062, 1.114148, 0.738253
1000000, 0.702057, 0.993255, 0.738950
1000000, 0.714383, 0.938393, 0.738575
1000000, 0.701293, 0.822172, 0.751852
1000000, 0.775825, 1.633178, 0.777988
1000000, 0.721771, 1.835587, 0.740363
1000000, 0.711723, 1.740180, 0.745528
1000000, 0.735043, 1.105291, 0.714512
1000000, 0.731697, 1.026042, 0.717467
1000000, 0.729859, 0.821015, 0.721598
1000000, 0.737538, 1.037100, 0.711871
1000000, 0.736747, 0.979746, 0.704577
1000000, 0.721763, 1.769593, 0.741096
1000000, 0.706184, 1.513413, 0.737951
1000000, 0.705455, 0.855804, 0.741012
1000000, 0.728301, 1.870139, 0.696323
1000000, 0.748203, 0.834795, 0.764950
1000000, 0.762298, 1.363445, 0.738523
1000000, 0.728801, 1.790980, 0.724774
1000000, 0.724047, 1.028403, 0.731708
1000000, 0.710170, 1.137415, 0.746331
1000000, 0.754111, 0.926077, 0.754933
1000000, 0.730573, 1.059940, 0.735398
1000000, 0.748742, 0.985376, 0.724569
1000000, 0.739748, 1.013510, 0.711662
1000000, 0.771335, 2.216966, 0.740900
1000000, 0.698396, 0.823179, 0.729678
1000000, 0.735636, 1.205341, 0.749186
1000000, 0.747603, 1.389765, 0.749136
1000000, 0.700294, 1.172056, 0.735035
1000000, 0.765552, 1.197919, 0.744393
1000000, 0.706282, 0.921932, 0.712723
1000000, 0.720284, 0.895008, 0.709054
1000000, 0.752591, 2.132022, 0.729923
1000000, 0.726326, 1.529022, 0.730420
1000000, 0.707378, 0.905066, 0.715151
1000000, 0.749026, 1.068238, 0.745537
1000000, 0.696321, 0.949412, 0.735562
1000000, 0.712849, 1.040675, 0.746454
1000000, 0.712213, 0.835701, 0.710394
1000000, 0.747928, 1.012285, 0.719475
1000000, 0.725743, 2.039413, 0.724985
1000000, 0.708516, 1.280561, 0.732846
1000000, 0.745099, 0.820454, 0.754594
1000000, 0.717066, 1.416949, 0.754057
1000000, 0.702532, 1.249387, 0.711107
1000000, 0.744649, 1.188614, 0.771823
1000000, 0.728588, 2.037313, 0.751867
1000000, 0.697339, 1.314089, 0.718325
1000000, 0.727972, 1.213146, 0.744658
1000000, 0.741536, 1.608650, 0.702414
1000000, 0.738937, 2.152684, 0.734609
1000000, 0.701821, 1.736670, 0.727720
1000000, 0.722366, 2.145417, 0.729314
1000000, 0.750609, 1.529830, 0.731602
1000000, 0.729709, 1.003744, 0.714831
1000000, 0.722372, 1.689244, 0.746724
1000000, 0.730401, 1.250568, 0.710981
1000000, 0.732626, 1.924357, 0.699346
1000000, 0.754605, 1.561754, 0.716791
1000000, 0.735941, 1.989207, 0.713968
1000000, 0.722603, 1.369904, 0.722657
1000000, 0.734045, 0.828696, 0.733430
1000000, 0.751041, 2.029125, 0.722184
1000000, 0.722339, 1.513157, 0.722532
1000000, 0.728069, 0.826578, 0.737804
1000000, 0.699857, 1.496224, 0.780219
1000000, 0.693923, 1.634454, 0.723240
1000000, 0.748111, 1.457727, 0.738821
1000000, 0.740176, 0.975493, 0.734487
1000000, 0.735032, 0.985103, 0.716889
1000000, 0.745215, 0.809465, 0.751385
1000000, 0.725532, 0.866172, 0.746482
1000000, 0.725656, 0.932271, 0.732927
1000000, 0.705930, 1.148413, 0.749890
1000000, 0.732099, 1.928304, 0.731641
1000000, 0.724661, 0.805933, 0.724944
1000000, 0.718121, 1.150134, 0.767747
1000000, 0.714285, 2.037383, 0.744017
1000000, 0.734916, 1.130888, 0.722618
1000000, 0.742255, 2.156793, 0.727863
1000000, 0.718830, 1.267884, 0.713443
1000000, 0.730619, 2.186267, 0.726393
1000000, 0.705229, 0.999962, 0.729042
1000000, 0.718188, 2.026428, 0.737399
1000000, 0.711234, 0.802641, 0.705592
